club_id,club_name,club_description,club_location,club_membership_fee,club_membership_length,club_membership_count,team_id
206,The Nets Fan Club,lose game player love support game love loyalty fun loyalty game community team love passion lose love basketball lose cheer,Brooklyn,30.75,Monthly,860,31
207,The Rockets Fan Club,cheer fun player fun love team love fun team win love community love community loyalty game support loyalty loyalty fun,Houston,17.98,Monthly,126,49
208,The 76ers Fan Club,cheer lose community passion love win passion community passion team cheer love fan lose win game win cheer team fan,Philadelphia,76.4,Yearly,500,326
209,The Lakers Fan Club,loyalty support fan lose club team club lose passion club lose community passion game fan cheer community player fun community,Los Angeles,86.95,Monthly,492,392
210,The Hornets Fan Club,fan player love support fun cheer lose cheer club club club fan love game fun win team basketball community club,Charlotte,64.75,Quarterly,217,172
211,The Wizards Fan Club,passion win game passion club win love player lose cheer player game support support loyalty cheer player win team fan,Washington D.C.,43.92,Yearly,630,281
212,The Nuggets Fan Club,win fan passion win lose support game lose club club passion basketball basketball support win game basketball team cheer game,Denver,55.42,Yearly,706,7
213,The Hawks Fan Club,support love basketball passion support basketball game fun player club player fan loyalty club fan game club basketball community game,Atlanta,38.32,Quarterly,522,242
214,The Celtics Fan Club,fun basketball win fan win passion club cheer game love community team game loyalty community player team loyalty community club,Boston,62.21,Monthly,746,283
215,The Raptors Fan Club,love win fan support fan passion support fun cheer lose team fan passion win support player support player basketball community,Toronto,94.04,Monthly,555,33
216,The Bulls Fan Club,club love basketball team club club fan game game team win cheer passion player fan love basketball fan fan support,Chicago,71.94,Monthly,20,295
217,The Rockets Fan Club,win fun loyalty player support win fun support loyalty basketball support loyalty loyalty love player player passion loyalty player community,Houston,90.5,Quarterly,216,16
218,The Suns Fan Club,cheer basketball loyalty loyalty basketball team lose community community cheer lose win player win support support team passion fan passion,Phoenix,49.8,Quarterly,616,15
219,The Mavericks Fan Club,support love cheer basketball loyalty support fan club loyalty cheer community love team basketball club game fun lose support fan,Dallas,87.45,Yearly,872,140
220,The Warriors Fan Club,passion basketball love fan game basketball passion support community fun club fan community game love lose support support love community,San Francisco,56.55,Yearly,379,320
221,The Celtics Fan Club,passion cheer club game fun win basketball club fan basketball passion fun community team fan cheer love team fun win,Boston,44.79,Monthly,727,127
222,The Spurs Fan Club,passion love lose fun club love team passion team player basketball community club fan passion lose club fun player support,San Antonio,57.12,Monthly,233,115
223,The Bulls Fan Club,love player love player cheer player cheer club fun player game win team cheer win passion fun support fan fun,Chicago,32.36,Monthly,964,126
224,The Hawks Fan Club,player fan lose fun player player win game team fun lose fun support fun support support fun love community love,Atlanta,20.86,Quarterly,146,250
225,The Jazz Fan Club,basketball community love cheer love team lose win cheer fun fun game game fan fan lose cheer fun community player,Salt Lake City,83.8,Monthly,156,104
226,The Raptors Fan Club,fan club fun love game player cheer support team player basketball cheer community support cheer fun love win passion player,Toronto,93.02,Monthly,282,39
227,The Nets Fan Club,basketball fun lose love loyalty game passion fun basketball team support game lose fun lose player love win lose game,Brooklyn,22.38,Yearly,172,394
228,The Spurs Fan Club,fan loyalty team fun fan cheer community support basketball team loyalty community cheer club love cheer game game team love,San Antonio,74.17,Monthly,587,33
229,The Nets Fan Club,support passion cheer loyalty basketball fan game support cheer basketball cheer fun fun support club win lose fan lose lose,Brooklyn,64.6,Quarterly,183,199
230,The Jazz Fan Club,passion win player fan fun club win team community support passion team basketball club fun player cheer fun love club,Salt Lake City,56.94,Quarterly,610,12
231,The Hornets Fan Club,loyalty community game win game cheer passion fan cheer win support support player passion community fun community love basketball support,Charlotte,12.15,Monthly,608,196
232,The Raptors Fan Club,passion win fun game team cheer support cheer basketball game team win fan team lose fun support team love passion,Toronto,17.21,Monthly,929,94
233,The Jazz Fan Club,fun love loyalty loyalty cheer support lose passion lose passion community love cheer fan support game lose cheer club cheer,Salt Lake City,59.97,Quarterly,281,362
234,The Lakers Fan Club,love team player game win community basketball team cheer passion support fan win team love win love win cheer support,Los Angeles,18.59,Yearly,314,250
235,The Bucks Fan Club,win player love passion loyalty love basketball support community cheer support basketball win game game support community fan basketball support,Milwaukee,91.66,Quarterly,958,379
236,The Clippers Fan Club,support community game team player passion fan lose love game win lose team player game lose loyalty fun game cheer,Los Angeles,35.56,Quarterly,43,216
237,The Celtics Fan Club,club passion lose passion game player loyalty community team game fun game support fan basketball love club lose lose club,Boston,96.8,Quarterly,954,214
238,The Raptors Fan Club,club loyalty lose club player club team win player fan player lose player club club cheer love basketball loyalty love,Toronto,82.16,Quarterly,521,299
239,The Clippers Fan Club,player team game lose love game fun passion basketball fun club love player loyalty cheer club fun cheer support love,Los Angeles,32.28,Quarterly,308,208
240,The Jazz Fan Club,love loyalty team lose support support love cheer loyalty player love fun club club fun cheer support player passion fan,Salt Lake City,31.21,Quarterly,104,375
241,The Clippers Fan Club,lose community passion team lose passion fun basketball fan lose love community love love fun love player fun club support,Los Angeles,14.62,Monthly,93,57
242,The Hornets Fan Club,loyalty support player passion win player player team love passion loyalty cheer cheer fan love love win support support player,Charlotte,87.51,Quarterly,476,61
243,The Spurs Fan Club,game fun community support passion player lose basketball cheer fun win community basketball fun cheer fun win cheer community passion,San Antonio,83.72,Yearly,463,99
244,The Celtics Fan Club,fun game loyalty love club lose basketball cheer fun fan basketball game game cheer loyalty player club game love loyalty,Boston,23.19,Yearly,753,96
